OrderID,OrderDate,CustomerName,CustomerSince,Age,Gender,Region,City,ProductID,ProductCategory,Price,Quantity,DiscountPercent,TotalSale,PaymentMethod,Channel,SalesRep,Rating,ReturnFlag,ShippingDays,Latitude,Longitude,Comments,OrderStatus,CouponCode,CouponApplied,LoyaltyScore,ChurnFlag,ShippingMethod
ORD102047,2024-10-17,Ada Olu,2019-03-09,34,Non-binary,Oyo,Ogbomoso,P1592,Beauty,89.29,3,5,254.48,Card,Online,Rep_21,4.4,No,1,11.913707,3.241738,Late delivery,Shipped,WELCOME5,TRUE,69,0,Standard
ORD102048,2021-03-21,Ruth Musa,2023-04-15,31,Non-binary,Kaduna,Kaduna City,P1492,Automotive,169.48,3,0,508.44,Cash,Online,Rep_20,3.5,No,4,11.050893,3.90737,Excellent service,Cancelled,BLACKFRI,FALSE,28,0,Standard
ORD102049,2025-05-18,Blessing Olu,2024-08-30,36,Non-binary,Kaduna,Kaduna City,P1808,Sports,76.74,1,0,76.74,Card,Online,Rep_21,3.8,No,9,10.436165,4.446125,Damaged packaging,Returned,,TRUE,48,0,Express
ORD102050,2019-02-07,Mary Williams,2020-07-22,44,Female,Enugu,Nsukka,P1697,Electronics,83.34,1,20,66.67,Pay on Delivery,Phone Order,Rep_12,4.1,No,17,11.540069,3.951872,Customer complained,Returned,,TRUE,77,0,Express
ORD102051,2025-03-31,Kemi Eze,2021-10-08,24,Non-binary,Kano,Kano City,P1737,Electronics,42.3,3,10,114.21,Bank Transfer,Phone Order,Rep_26,4.1,No,6,9.743668,4.801394,Wrong item,Returned,BLACKFRI,FALSE,50,0,Express
ORD102052,2025-05-30,Ruth Johnson,2024-01-17,27,Female,Abuja,Garki,P1056,Automotive,43.36,2,0,86.72,Bank Transfer,In-Store,Rep_2,4.6,No,18,12.814524,4.781475,Wrong item,Shipped,LOYAL20,TRUE,16,0,Express
ORD102053,2019-10-13,Ife Okafor,2024-12-12,31,Male,Enugu,Nsukka,P1399,Groceries,149.11,5,5,708.27,Card,In-Store,Rep_2,4.4,No,17,11.415393,3.41458,Late delivery,Cancelled,LOYAL20,FALSE,71,0,Standard
ORD102054,2025-08-29,Emeka Smith,2022-10-03,18,Female,Anambra,Awka,P1245,Groceries,36.15,4,5,137.37,Bank Transfer,In-Store,Rep_2,3,No,13,9.007546,4.095811,Wrong item,Shipped,WELCOME5,TRUE,50,0,Pickup
ORD102055,2022-03-11,Emeka Okonkwo,2021-05-24,25,Female,Rivers,Eleme,P1743,Clothing,72.58,1,0,72.58,Mobile Money,Online,Rep_13,3.1,No,17,9.685704,4.301095,Excellent service,Shipped,FREESHIP,TRUE,56,0,Express
ORD102056,2020-08-13,Ahmed Smith,2025-02-06,29,Female,Lagos,Surulere,P1969,Sports,159.09,7,0,1113.63,Card,Phone Order,Rep_15,4.6,No,13,-6.278544,4.458412,,Pending,LOYAL20,TRUE,54,0,Express
ORD102057,2023.01.11,Ada Ng,2022-09-10,45,Non-binary,Lagos,Victoria Island,P1313,Sports,36.96,3,5,105.34,Mobile Money,In-Store,Rep_4,3.7,No,4,-7.842653,4.377027,Late delivery,Returned,BLACKFRI,FALSE,75,0,Standard
ORD102058,2020-05-12,Sara Musa,2022-09-08,38,Male,Enugu,Enugu City,P1413,Groceries,205.03,4,10,738.11,Cash,Phone Order,Rep_12,4,Yes,0,11.284798,4.104102,Late delivery,Pending,LOYAL20,FALSE,88,0,Pickup
ORD102059,2025-02-05,Grace Johnson,2025-07-21,37,Female,Abuja,Wuse,P1991,Clothing,39.02,3,5,111.21,Mobile Money,Phone Order,Rep_25,4.1,No,12,10.817122,4.132565,,Shipped,,TRUE,95,0,Standard
ORD102060,2022-09-05,Blessing Eze,2020-06-07,45,Non-binary,Rivers,Eleme,P1651,Electronics,210.57,1,5,200.04,Cash,Online,Rep_17,3.6,No,4,9.25802,4.070928,Damaged packaging,Returned,SUMMER10,FALSE,87,0,Standard
ORD102061,2024-03-02,David Ogundele,2025-07-13,33,Non-binary,Rivers,Eleme,P1765,Beauty,41.09,2,10,73.96,Mobile Money,In-Store,Rep_23,4.2,No,13,10.38767,4.284599,Late delivery,Returned,LOYAL20,FALSE,56,0,Express
ORD102062,2021-07-15,Michael Adeyemi,2021-01-13,39,Male,Abuja,Maitama,P1193,Sports,153.86,5,5,730.84,Mobile Money,Online,Rep_21,4.7,No,5,10.498362,3.009899,Damaged packaging,Pending,,TRUE,63,0,Standard
ORD102063,2022-07-22,Blessing Williams,2025-05-16,33,Female,Lagos,Lekki,P1619,Toys,61.51,2,20,98.42,Cash,In-Store,Rep_11,4,No,3,-6.061937,3.675382,Excellent service,Pending,LOYAL20,FALSE,20,0,Standard
ORD102064,2021-05-24,Mary Smith,2023-10-27,38,Non-binary,Oyo,Ibadan,P1589,Beauty,293.73,3,5,837.13,Pay on Delivery,In-Store,Rep_11,5,No,9,10.218648,3.473329,Late delivery,Returned,LOYAL20,TRUE,73,0,Standard
ORD102065,2020-09-28,Mary Eze,2020-06-15,28,Non-binary,Rivers,Port Harcourt,P1530,Electronics,73.04,2,0,146.08,Mobile Money,In-Store,Rep_3,5,No,15,10.05869,3.943008,Fast delivery,Cancelled,BLACKFRI,FALSE,50,1,Pickup
ORD102066,2022-06-02,Blessing Eze,2021-08-01,16,Female,Enugu,Nsukka,P1746,Electronics,37.29,2,5,70.85,Bank Transfer,Online,Rep_18,3.3,No,5,11.1976,3.788164,Damaged packaging,Cancelled,BLACKFRI,TRUE,29,0,Express
ORD102067,2022-04-25,Michael Smith,2022-06-06,33,Female,Oyo,Ibadan,P1646,Sports,124.34,3,5,354.37,Mobile Money,Online,Rep_5,4.5,No,17,10.575503,4.453835,Wrong item,Completed,FREESHIP,TRUE,86,0,Standard
ORD102068,2019-08-29,Ada Smith,2020-01-30,52,Female,Abuja,Wuse,P1115,Electronics,61.49,2,0,122.98,Card,Phone Order,Rep_5,3.9,No,18,9.232568,3.857,,Cancelled,LOYAL20,TRUE,74,0,Pickup
ORD102069,2025-07-16,Fatima Okoye,2019-11-19,46,Male,Lagos,Surulere,P1552,Automotive,133.22,1,0,133.22,Bank Transfer,In-Store,Rep_2,3.4,No,5,-7.217856,3.770815,,Shipped,SUMMER10,TRUE,90,0,Express
ORD102070,44608,John Okonkwo,2024-01-28,46,Non-binary,Abuja,Garki,P1931,Electronics,203.47,2,10,366.25,Card,Online,Rep_30,4.1,No,5,11.280923,3.836159,,Completed,FREESHIP,TRUE,47,0,Express
ORD102071,2024-08-05,Kemi Brown,2022-12-28,49,Female,Oyo,Ogbomoso,P1793,Clothing,151.69,3,10,409.56,Cash,In-Store,Rep_15,2.2,No,7,12.920213,4.800975,,Pending,WELCOME5,TRUE,26,0,Express
ORD102072,"Feb 03, 2025",Ada Eze,2023-11-23,36,Male,Lagos,Surulere,P1131,Electronics,20.84,2,0,41.68,Card,Phone Order,Rep_16,4.8,Yes,15,-7.990779,3.155264,Excellent service,Shipped,SUMMER10,TRUE,88,0,Pickup
ORD102073,2021-06-21,Blessing Ogundele,2021-10-08,37,Male,Enugu,Enugu City,P1801,Clothing,40.48,2,0,80.96,Bank Transfer,In-Store,Rep_2,4.9,No,3,12.258121,4.616175,Customer complained,Cancelled,BLACKFRI,FALSE,46,0,Express
ORD102074,2021-10-04,Grace Okoye,2021-06-07,27,Non-binary,Rivers,Eleme,P1905,Clothing,105.42,1,5,100.15,Card,In-Store,Rep_16,4.3,No,16,12.976914,4.812188,Wrong item,Completed,,TRUE,57,1,Standard
ORD102075,2022-10-01,David Olu,2022-03-24,31,Male,Enugu,Nsukka,P1686,Sports,118.33,2,0,236.66,Mobile Money,Online,Rep_19,5,No,11,10.298594,3.093073,Excellent service,Shipped,WELCOME5,FALSE,89,0,Pickup
ORD102076,2020-06-22,Sara Ibrahim,2021-06-16,42,Male,Enugu,Enugu City,P1984,Clothing,34.63,3,10,93.5,Cash,Online,Rep_26,3.5,Yes,12,12.893797,3.569086,,Completed,,FALSE,37,0,Express
ORD102077,2019-12-22,Michael Okonkwo,2023-01-12,49,Male,Rivers,Eleme,P1623,Beauty,38.41,3,0,115.23,Mobile Money,Online,Rep_29,1.6,No,17,9.180015,3.576974,,Cancelled,,TRUE,51,0,Express
ORD102078,2020-09-26,Chinedu Ng,2023-03-25,33,Non-binary,Rivers,Obio-Akpor,P1007,Household,213.73,4,0,854.92,Mobile Money,In-Store,Rep_16,3.7,No,2,11.89387,4.605885,Customer complained,Cancelled,,TRUE,40,0,Standard
ORD102079,2025-03-25,Michael Johnson,2023-06-06,29,Female,Oyo,Ibadan,P1959,Household,51.57,3,0,154.71,Mobile Money,Phone Order,Rep_28,3,No,18,10.714928,3.771403,Customer complained,Shipped,WELCOME5,TRUE,58,0,Express
ORD102080,2022-11-10,Blessing Okonkwo,2025-06-26,35,Non-binary,Abuja,Garki,P1601,Clothing,141.75,1,0,141.75,Card,In-Store,Rep_25,4.1,No,19,9.813567,3.243333,Fast delivery,Pending,,FALSE,57,0,Standard
ORD102081,2021-10-13,Sara Ibrahim,2025-07-07,42,Female,Abuja,Gwarimpa,P1028,Automotive,184.33,3,10,497.69,Card,Phone Order,Rep_18,5,No,14,12.442455,4.828069,Damaged packaging,Returned,,TRUE,40,1,Standard
ORD102082,2020-01-06,Michael Eze,2024-08-09,17,Non-binary,Rivers,Port Harcourt,P1377,Clothing,50.08,3,0,150.24,Card,Online,Rep_1,4.4,No,16,10.711036,3.539347,Damaged packaging,Cancelled,,TRUE,55,0,Pickup
ORD102083,2021-03-13,Grace Eze,2023-02-05,16,Female,Rivers,Obio-Akpor,P1530,Electronics,86.18,3,0,258.54,Mobile Money,In-Store,Rep_2,3.9,No,3,10.12974,3.249725,Wrong item,Returned,FREESHIP,FALSE,70,0,Standard
ORD102084,2021-07-13,Michael Brown,2019-01-02,28,Male,Enugu,Enugu City,P1180,Automotive,137.04,4,5,520.75,Pay on Delivery,Phone Order,Rep_1,5,No,11,10.603695,3.021997,Excellent service,Returned,LOYAL20,FALSE,73,0,Standard
ORD102085,2024-07-21,Ruth Musa,2020-05-06,20,Non-binary,Enugu,Enugu City,P1604,Clothing,20.67,2,0,41.34,Pay on Delivery,Phone Order,Rep_3,5,No,5,9.202351,4.380052,Wrong item,Cancelled,SUMMER10,TRUE,64,0,Express
ORD102086,2022-04-30,Emeka Ng,2024-05-24,28,Non-binary,Anambra,Onitsha,P1093,Beauty,70.03,3,20,168.07,Pay on Delivery,Phone Order,Rep_1,4.5,No,16,10.179824,3.298481,Customer complained,Returned,WELCOME5,FALSE,64,0,Express
ORD102087,2023-05-13,Ruth Adeyemi,2022-02-10,33,Male,Kaduna,Zaria,P1490,Groceries,212.18,6,0,1273.08,Mobile Money,Phone Order,Rep_26,3.5,No,16,12.366264,3.409728,Damaged packaging,Shipped,LOYAL20,FALSE,29,0,Pickup
ORD102088,2023-07-25,John Okonkwo,2021-08-23,29,Female,Kaduna,Kaduna City,P1834,Toys,116.35,2,0,232.7,Mobile Money,In-Store,Rep_19,4.2,No,8,11.583442,3.691018,Excellent service,Completed,LOYAL20,FALSE,84,0,Standard
ORD102089,2020-09-18,Ada Ogundele,2024-04-12,52,Male,Kaduna,Zaria,P1898,Household,112.23,3,10,303.02,Mobile Money,Online,Rep_20,4.2,No,15,10.131203,3.127766,Customer complained,Completed,LOYAL20,FALSE,66,0,Pickup
ORD102090,2024-06-22,Chinedu Ali,2019-07-09,38,Male,Oyo,Ibadan,P1215,Household,160.05,1,25,120.04,Bank Transfer,Phone Order,Rep_21,3.9,No,11,10.038963,3.565117,Customer complained,Returned,WELCOME5,TRUE,86,0,Express
ORD102091,2025-06-10,Ife Smith,2021-06-08,38,Non-binary,Oyo,Ibadan,P1074,Groceries,55.8,3,50,83.7,Card,In-Store,Rep_21,5,No,11,12.467862,3.540802,Damaged packaging,Cancelled,,TRUE,70,0,Standard
ORD102092,2023-04-11,Sara Okafor,2022-01-17,42,Female,Anambra,Onitsha,P1888,Clothing,42.27,3,0,126.81,Cash,Online,Rep_29,4.9,No,14,12.285873,3.144756,Excellent service,Returned,SUMMER10,TRUE,79,0,Express
ORD102093,2022-04-09,Ruth Okoye,2025-06-20,21,Male,Oyo,Ogbomoso,P1892,Household,111.95,3,5,319.06,Bank Transfer,Online,Rep_11,3.1,No,12,10.4757,4.547547,Customer complained,Shipped,WELCOME5,FALSE,38,0,Pickup
ORD102094,2020-02-14,Kemi Okafor,2019-08-30,47,Male,Kaduna,Kaduna City,P1282,Beauty,59.15,5,20,236.6,Card,In-Store,Rep_29,3,No,3,11.082461,3.145808,Excellent service,Shipped,SUMMER10,TRUE,100,0,Express
ORD102095,2024-04-18,Michael Olu,2021-01-26,34,Female,Anambra,Awka,P1786,Groceries,56.23,2,25,84.34,Pay on Delivery,In-Store,Rep_13,3.6,No,13,9.43209,4.154661,Damaged packaging,Shipped,,TRUE,65,0,Standard
ORD102096,2020-02-16,Mary Johnson,2019-08-05,43,Non-binary,Anambra,Onitsha,P1211,Sports,36.31,1,0,36.31,Cash,In-Store,Rep_28,3.2,No,9,11.298505,4.323219,,Returned,WELCOME5,FALSE,78,0,Standard
ORD102097,2023-10-20,Kemi Adeyemi,2025-03-02,22,Non-binary,Oyo,Ibadan,P1410,Electronics,123.53,2,0,247.06,Bank Transfer,Phone Order,Rep_23,3.7,No,9,12.504655,4.497804,Damaged packaging,Completed,,TRUE,71,0,Standard
ORD102098,2022-04-03,Emeka Ali,2021-05-16,16,Female,Kano,Kano City,P1334,Clothing,74.66,1,10,67.19,Cash,Phone Order,Rep_12,4.1,No,16,11.787812,3.276135,Wrong item,Cancelled,BLACKFRI,TRUE,44,0,Pickup
ORD102099,2025.02.09,Blessing Okoye,2024-02-23,44,Female,Enugu,Enugu City,P1764,Groceries,36.98,2,5,70.26,Cash,In-Store,Rep_25,3.9,No,15,12.313177,3.043693,Damaged packaging,Pending,WELCOME5,TRUE,43,0,Standard
ORD102100,2022-08-12,Ife Johnson,2019-09-20,39,Male,Oyo,Ibadan,P1959,Groceries,171.92,3,5,489.97,Card,In-Store,Rep_20,4.3,No,15,11.333306,4.782556,Late delivery,Cancelled,SUMMER10,TRUE,60,0,Pickup
ORD102101,2023-04-12,Grace Smith,2021-07-15,24,Female,Abuja,Gwarimpa,P1054,Sports,66.71,3,0,200.13,Cash,Online,Rep_5,3.8,No,17,10.380715,4.074324,Fast delivery,Cancelled,WELCOME5,TRUE,40,1,Express
ORD102102,2019-05-23,Chinedu Musa,2020-01-10,24,Male,Kaduna,Zaria,P1240,Electronics,125.64,2,15,213.59,Mobile Money,Online,Rep_18,2.8,No,4,9.453145,3.344279,Late delivery,Shipped,,TRUE,95,0,Standard
ORD102103,2019-03-24,Ruth Ibrahim,2019-06-18,48,Female,Rivers,Obio-Akpor,P1370,Sports,253.33,1,0,253.33,Card,Online,Rep_11,3.2,No,10,9.714951,3.390175,,Pending,,FALSE,67,0,Pickup
ORD102104,45526,Ahmed Okafor,2020-08-15,20,Female,Abuja,Wuse,P1009,Toys,169.96,2,0,339.92,Bank Transfer,Phone Order,Rep_5,3.2,No,20,12.476005,4.636719,Late delivery,Returned,BLACKFRI,FALSE,85,0,Pickup
ORD102105,2025-04-19,Mary Ng,2020-10-27,54,Male,Kano,Wudil,P1873,Electronics,245.66,1,10,221.09,Pay on Delivery,In-Store,Rep_29,3.4,No,2,10.715597,4.86119,Fast delivery,Pending,FREESHIP,FALSE,74,0,Pickup
ORD102106,15/06/2023,Michael Ali,2022-08-28,24,Female,Anambra,Onitsha,P1294,Groceries,182.69,2,10,328.84,Bank Transfer,Phone Order,Rep_3,4.5,No,19,9.297151,3.068203,Excellent service,Completed,FREESHIP,TRUE,40,0,Standard
ORD102107,2024-02-04,Ada Ibrahim,2019-10-03,42,Male,Kaduna,Zaria,P1715,Sports,70.28,2,25,105.42,Cash,In-Store,Rep_1,3.7,No,3,10.741905,3.522851,Damaged packaging,Completed,BLACKFRI,FALSE,69,0,Express
ORD102108,2021-09-30,Emeka Okoye,2022-08-20,31,Male,Oyo,Ibadan,P1581,Household,45.13,3,0,135.39,Pay on Delivery,In-Store,Rep_14,3.3,No,1,10.578798,3.443107,,Returned,,FALSE,78,0,Standard
ORD102109,"Aug 12, 2024",Mary Adeyemi,2024-10-31,42,Female,Enugu,Nsukka,P1741,Sports,72.6,4,0,290.4,Card,In-Store,Rep_12,4,No,4,12.80827,4.684556,Wrong item,Returned,,TRUE,60,0,Pickup
ORD102110,2020-07-17,Ife Eze,2025-02-15,28,Male,Oyo,Ibadan,P1933,Automotive,71.35,3,0,214.05,Mobile Money,In-Store,Rep_14,4.4,No,9,11.388185,3.394417,Damaged packaging,Shipped,WELCOME5,TRUE,41,0,Express
ORD102111,2023-09-18,Mary Okoye,2021-04-02,33,Non-binary,Oyo,Ogbomoso,P1879,Toys,217.57,2,0,435.14,Cash,Online,Rep_20,4.3,No,6,11.940161,3.804222,Excellent service,Shipped,SUMMER10,FALSE,50,0,Pickup
ORD102112,2019-01-23,Grace Musa,2022-11-05,35,Male,Lagos,Surulere,P1392,Beauty,60.3,2,0,120.6,Card,Online,Rep_26,5,No,9,-6.498881,4.767926,Damaged packaging,Pending,,TRUE,66,0,Standard
ORD102113,2022-05-15,Fatima Okonkwo,2019-06-06,22,Non-binary,Oyo,Ibadan,P1663,Household,34.88,5,0,174.4,Cash,Online,Rep_1,3.6,No,10,12.762865,4.09313,Wrong item,Shipped,WELCOME5,TRUE,77,0,Pickup
ORD102114,2021-06-27,Sara Ng,2020-05-06,43,Female,Kaduna,Zaria,P1618,Sports,107.77,4,0,431.08,Card,Phone Order,Rep_25,4.4,No,20,12.436736,3.200844,Fast delivery,Pending,FREESHIP,TRUE,35,0,Pickup
ORD102115,2023-02-12,Chinedu Musa,2022-12-31,28,Male,Kano,Wudil,P1181,Toys,90.54,4,0,362.16,Bank Transfer,Phone Order,Rep_18,5,No,11,9.277752,3.748194,Wrong item,Cancelled,SUMMER10,TRUE,46,0,Pickup
ORD102116,"Jun 11, 2023",Chinedu Eze,2024-11-13,32,Male,Anambra,Onitsha,P1576,Groceries,46.94,5,0,234.7,Card,In-Store,Rep_14,5,No,16,10.227009,3.513418,Damaged packaging,Shipped,SUMMER10,TRUE,76,0,Express
ORD102117,2023-02-09,Kemi Musa,2021-06-05,23,Female,Rivers,Port Harcourt,P1354,Electronics,64.46,2,10,116.03,Pay on Delivery,In-Store,Rep_9,3.9,No,2,12.134812,3.723868,Fast delivery,Shipped,BLACKFRI,TRUE,36,0,Standard
ORD102118,2022.03.22,Chinedu Williams,2021-06-17,16,Male,Kaduna,Zaria,P1128,Toys,235.38,2,15,400.15,Cash,In-Store,Rep_21,2.5,No,12,10.199026,4.977593,Excellent service,Cancelled,,TRUE,57,0,Standard
ORD102119,2022-04-02,Ife Smith,2021-12-04,32,Male,Kano,Wudil,P1513,Groceries,123.17,3,5,351.03,Cash,Online,Rep_2,3.8,No,6,12.69154,4.430944,Wrong item,Pending,,FALSE,58,0,Express
ORD102120,2019-01-17,Grace Musa,2023-12-12,63,Male,Rivers,Eleme,P1729,Automotive,68.38,1,0,68.38,Card,Phone Order,Rep_6,4.4,No,5,9.302713,3.232775,,Completed,,TRUE,77,0,Standard
ORD102121,2022-09-04,Kemi Okoye,2024-01-08,44,Female,Abuja,Maitama,P1960,Household,61.7,1,0,61.7,Cash,Online,Rep_6,5,No,20,9.749172,4.265126,,Pending,LOYAL20,FALSE,66,0,Express
ORD102122,2019-01-29,Ahmed Ng,2024-01-24,34,Non-binary,Abuja,Maitama,P1442,Household,318.59,1,0,318.59,Bank Transfer,Online,Rep_28,2.9,Yes,6,12.601116,4.151983,Excellent service,Pending,,FALSE,58,0,Express
ORD102123,2022-07-12,Chinedu Okafor,2019-10-21,31,Non-binary,Kano,Wudil,P1425,Electronics,272.76,6,50,818.28,Bank Transfer,Phone Order,Rep_20,4.1,No,18,10.542703,3.182001,Wrong item,Returned,FREESHIP,FALSE,61,0,Express
ORD102124,44134,Sara Musa,2024-05-07,35,Male,Kaduna,Kaduna City,P1350,Automotive,160.29,2,0,320.58,Pay on Delivery,In-Store,Rep_16,3.5,No,9,11.207318,4.697014,Excellent service,Cancelled,,FALSE,64,0,Pickup
ORD102125,2025-07-07,Ruth Adeyemi,2019-06-06,41,Female,Kaduna,Kaduna City,P1358,Clothing,73.86,3,0,221.58,Mobile Money,In-Store,Rep_19,4.9,No,8,10.469968,4.822963,Excellent service,Shipped,BLACKFRI,TRUE,62,0,Standard
ORD102126,02-11-2019,Emeka Okonkwo,2023-05-15,20,Male,Enugu,Enugu City,P1532,Electronics,59.95,4,0,239.8,Cash,Phone Order,Rep_1,3.5,No,3,9.326505,3.3163,,Returned,SUMMER10,TRUE,80,1,Standard
ORD102127,2024-06-02,Ahmed Smith,2023-01-09,48,Non-binary,Abuja,Maitama,P1752,Toys,46.3,3,10,125.01,Bank Transfer,In-Store,Rep_10,2.7,No,14,10.703812,4.035071,Wrong item,Shipped,FREESHIP,TRUE,75,0,Standard
ORD102128,2023-06-29,Emeka Smith,2024-07-11,43,Male,Anambra,Onitsha,P1030,Automotive,73.19,1,5,69.53,Bank Transfer,Online,Rep_5,2.2,No,11,9.019853,4.712652,Customer complained,Completed,SUMMER10,TRUE,61,0,Standard
ORD102129,2024-05-16,Emeka Okafor,2019-06-01,43,Female,Lagos,Ikeja,P1937,Electronics,60.13,3,20,144.31,Mobile Money,Phone Order,Rep_4,4.3,Yes,13,-6.596177,3.589994,Customer complained,Shipped,,FALSE,80,1,Standard
ORD102130,2025-01-23,David Ibrahim,2023-04-18,40,Female,Kano,Wudil,P1466,Automotive,86.14,1,0,86.14,Cash,Online,Rep_10,4.2,No,17,12.579483,3.96161,,Pending,FREESHIP,TRUE,100,0,Express
ORD102131,2019.09.18,Blessing Okoye,2024-09-11,35,Male,Abuja,Gwarimpa,P1219,Sports,83.13,3,25,187.04,Card,In-Store,Rep_18,4.6,No,16,9.030736,4.802454,Late delivery,Cancelled,,FALSE,78,0,Express
ORD102132,2019-08-23,Ruth Okafor,2020-12-18,43,Male,Lagos,Yaba,P1493,Beauty,39.61,1,5,37.63,Mobile Money,In-Store,Rep_28,4.2,Yes,2,-6.610271,4.914965,Excellent service,Returned,BLACKFRI,TRUE,53,0,Pickup
ORD102133,2019-12-29,Emeka Adeyemi,2019-02-06,42,Non-binary,Rivers,Obio-Akpor,P1351,Groceries,40.73,3,20,97.75,Bank Transfer,Online,Rep_12,4.4,No,1,12.552456,4.109332,Wrong item,Cancelled,,FALSE,32,1,Pickup
ORD102134,2020-04-12,Blessing Okonkwo,2019-12-05,30,Female,Lagos,Surulere,P1262,Clothing,68.87,4,10,247.93,Bank Transfer,Online,Rep_24,4.5,No,11,-6.483898,3.825073,,Shipped,,TRUE,48,0,Pickup
ORD102135,44747,Kemi Ibrahim,2022-04-03,28,Male,Abuja,Gwarimpa,P1464,Clothing,86.53,2,25,129.8,Card,Phone Order,Rep_8,3.4,No,3,12.981997,3.040886,,Completed,SUMMER10,FALSE,60,0,Express
ORD102136,2024-06-07,Ife Ibrahim,2019-12-03,36,Male,Abuja,Wuse,P1434,Household,237.44,5,0,1187.2,Card,In-Store,Rep_28,4.1,No,20,12.879537,3.716397,Damaged packaging,Completed,,FALSE,100,0,Pickup
ORD102137,2020-10-12,Mary Johnson,2019-02-04,53,Non-binary,Abuja,Maitama,P1825,Electronics,106.96,4,5,406.45,Mobile Money,In-Store,Rep_23,4.6,No,14,9.376168,3.791805,Excellent service,Shipped,FREESHIP,TRUE,52,0,Standard
ORD102138,2021-08-24,Ruth Musa,2021-07-01,20,Female,Kano,Wudil,P1668,Household,,1,20,83.34,Mobile Money,In-Store,Rep_29,3.2,No,18,10.65214,4.457514,Wrong item,Returned,,FALSE,91,0,Standard
ORD102139,06-27-2021,Michael Ali,2021-08-24,17,Male,Lagos,Victoria Island,P1792,Beauty,109.97,3,0,329.91,Bank Transfer,In-Store,Rep_10,2.5,No,1,-7.302017,4.15747,,Completed,,TRUE,65,0,Express
ORD102140,2021-09-15,Grace Ali,2020-12-04,36,Non-binary,Anambra,Awka,P1025,Toys,188.12,1,10,169.31,Pay on Delivery,Online,Rep_10,4.4,No,9,11.328499,3.109217,Damaged packaging,Pending,WELCOME5,TRUE,49,0,Standard
ORD102141,2022-10-07,David Olu,2021-12-22,35,Female,Rivers,Eleme,P1695,Electronics,704.73,5,20,2818.92,Card,In-Store,Rep_27,3.9,No,9,10.153856,4.097673,Fast delivery,Pending,LOYAL20,FALSE,38,0,Standard
ORD102142,2025-08-07,David Adeyemi,2021-10-02,37,Female,Kano,Wudil,P1226,Automotive,61.64,3,0,184.92,Bank Transfer,In-Store,Rep_10,5,No,5,12.92435,4.539878,Customer complained,Returned,BLACKFRI,TRUE,56,0,Pickup
ORD102143,2020-07-03,Emeka Adeyemi,2020-04-04,37,Non-binary,Oyo,Ibadan,P1545,Toys,302.71,,0,1210.84,Pay on Delivery,Phone Order,Rep_5,4.7,No,2,10.183164,3.38282,Fast delivery,Pending,BLACKFRI,TRUE,45,0,Express
ORD102144,2023-07-23,Sara Smith,2019-01-21,32,Non-binary,Abuja,Garki,P1227,Household,26.51,5,15,112.67,Pay on Delivery,Phone Order,Rep_30,3.8,No,6,10.674772,4.342487,Excellent service,Completed,WELCOME5,FALSE,44,0,Express
ORD102145,2024-08-25,Grace Eze,2023-03-21,52,Female,Abuja,Wuse,P1881,Beauty,69.41,1,5,65.94,Mobile Money,Phone Order,Rep_25,2.9,No,14,12.660554,3.180626,Fast delivery,Pending,SUMMER10,TRUE,33,0,Pickup
ORD102146,2023-05-11,Ada Smith,2020-02-26,16,Non-binary,Lagos,Yaba,P1753,Sports,51.35,1,0,51.35,Bank Transfer,In-Store,Rep_17,5,No,1,-6.590528,3.526012,Customer complained,Completed,LOYAL20,FALSE,48,0,Pickup
ORD102147,2024-09-19,Ruth Adeyemi,2024-10-02,25,Female,Lagos,Victoria Island,P1031,Sports,143.91,3,0,431.73,Mobile Money,Phone Order,Rep_16,4.8,No,10,-6.177704,3.392095,Excellent service,Shipped,FREESHIP,TRUE,43,0,Standard
ORD102148,2024-01-23,Ahmed Williams,2025-03-23,33,Female,Anambra,Onitsha,P1263,Sports,166.76,6,5,950.53,Pay on Delivery,Phone Order,Rep_22,5,No,9,9.980907,3.219484,Wrong item,Completed,SUMMER10,TRUE,56,0,Pickup
ORD102149,2019-08-16,Sara Williams,2024-10-21,16,Male,Lagos,Ikeja,P1343,Automotive,29.93,4,0,119.72,Pay on Delivery,In-Store,Rep_12,5,No,5,-7.244816,4.312862,Wrong item,Completed,,FALSE,59,0,Standard
ORD102150,2021-07-12,David Smith,2024-05-25,32,Non-binary,Kaduna,Kaduna City,P1404,Clothing,180.98,1,0,180.98,Card,In-Store,Rep_2,3,No,6,10.075457,4.099057,Damaged packaging,Returned,FREESHIP,TRUE,42,0,Standard
ORD102151,2022-09-07,Ada Johnson,2021-10-12,54,Non-binary,Anambra,Awka,P1750,Electronics,126.85,3,15,323.47,Card,In-Store,Rep_19,4.5,No,5,10.739679,3.107835,Damaged packaging,Pending,LOYAL20,FALSE,50,0,Express
ORD102152,2019-05-17,Sara Ali,2020-07-04,35,Male,Oyo,Ogbomoso,P1891,Groceries,153.57,2,15,261.07,Card,Phone Order,Rep_18,5,No,13,12.160328,4.472097,,Cancelled,SUMMER10,TRUE,56,0,Express
ORD102153,2019-01-24,Ruth Ibrahim,2023-04-11,37,Male,Anambra,Awka,P1444,Groceries,199.1,1,0,199.1,Pay on Delivery,Online,Rep_21,4.2,No,10,10.389162,3.985894,,Returned,,FALSE,71,0,Pickup
